id	bot	statuses_count	default_profile	default_profile_image	friends_count	followers_count	favourites_count	geo_enabled	listed_count	account_age_hours	diversity	mean_mins_between_tweets	mean_tweet_length	mean_retweets	reply_rate
494	0	3646	1	0	968	693	2660	1	112	23843	0.51256281407	304.115555556	109.030973451	2.13333333333	0.115044247788
495	0	412	0	0	1698	311	22	1	39	67214	0.761290322581	10273.7407407	88.3312883436	1.2380952381	0.165644171779
497	0	1024	0	0	1177	393	1	0	29	32078	0.452127659574	7484.99090909	29.0990990991	1.2	0.117117117117
498	0	112	1	0	317	74	172	0	0	41762	0.711805555556	25410.5245902	91.6774193548	1	0.451612903226
504	1	9	1	0	974	4	1	0	0	10277	0.923076923077	17325.1666667	149.142857143	1	0.142857142857
508	0	128	0	0	351	109	233	0	5	36416	0.763285024155	17388.1709402	100.652542373	1.5	0.262711864407
509	0	1453	0	0	361	121	13	1	8	52280	0.714801444043	7422.6984127	73.03125	1.5	0.6875
510	0	98	1	0	387	58	16	1	0	50886	0.929824561404	230861.230769	79.2857142857	1	0.0714285714286
513	1	440	1	1	1623	5	49	1	1	14246	0.676041666667	2148.95187166	63.5159574468	1	0.063829787234
515	0	77	0	0	284	13	0	0	6	6485	0.503610108303	3139.72641509	97.4953271028	1	0.0467289719626
520	0	238	1	0	1991	592	29	1	34	69640	0.627218934911	5271.84482759	84.3714285714	2.92	0.72
523	0	889	1	0	673	1608	227	1	78	49585	0.614349775785	3787.5125	115.197530864	4.35714285714	0.185185185185
524	0	8	0	0	202	35	18	0	2	4661	0.837837837838	13190.6666667	125.428571429	2.66666666667	0.285714285714
525	1	209	1	0	629	65	285	0	6	56118	0.764456981664	6465.20422535	102.461538462	1.66666666667	0.461538461538
534	1	4	1	0	1021	2	0	0	0	53458	0.851851851852	1469.33333333	83.25	1	0.25
537	0	1038	0	0	578	510	119	1	11	72177	0.679802955665	4616.00763359	74.9621212121	1.25	0.401515151515
539	0	745	0	0	1323	306	19	1	15	58769	0.668952007835	3054.04736842	114.09947644	1.77777777778	0.141361256545
540	0	638	1	0	1204	225	219	0	9	18037	0.675276752768	151.317460317	118.094488189	1.08333333333	0.622047244094
542	0	769	0	0	447	123	155	1	15	15307	0.742592592593	3040.78448276	80.8547008547	1.22222222222	0.025641025641
544	0	5995	1	0	1880	244	527	1	54	61457	0.579301075269	372.076388889	81.7517241379	1.54545454545	0
549	0	1986	0	0	1319	592	78	1	35	38904	0.78313253012	3339.91666667	81.2972972973	1.5	0.405405405405
550	0	2449	1	0	347	261	484	0	2	56883	0.667119565217	3880.4198895	66.8846153846	1.19047619048	0.510989010989
551	0	842	0	0	663	169	126	0	6	53008	0.680473372781	1089.33939394	61.5542168675	1.25	0.0301204819277
552	0	519	0	0	61	83	923	0	17	36917	0.689830508475	7846.20183486	103.645454545	2	0.454545454545
554	0	54	0	0	47	1793	25	0	9	6008	0.711206896552	2038.7752809	118.022222222	1.875	0.0888888888889
555	0	1277	0	0	481	199	32	1	12	56695	0.755711775044	6435.11304348	93.6982758621	1.33333333333	0.198275862069
556	0	8373	0	0	2256	2106	237	1	150	72720	0.738950276243	1135	102.038709677	1.58064516129	0.361290322581
560	0	2905	0	0	3181	6937	256	1	87	67530	0.637764932563	2355.62962963	96.7155963303	1.8125	0.48623853211
561	1	1114	1	0	866	210	268	1	5	41161	0.703296703297	6515.6	103.675675676	1.80952380952	0.198198198198
571	0	169	1	0	467	293	33	1	3	54844	0.703622392975	4734.56521739	104.832432432	2	0.637837837838
573	0	3822	0	0	329	1451	482	1	48	62576	0.667948717949	1181.59638554	69.1377245509	3.64705882353	0.449101796407
576	0	99	0	0	795	173	1	0	22	60016	0.782296650718	40613.2840909	111.707865169	2.55555555556	0.0674157303371
577	1	59	1	0	1648	14	2	0	0	37936	0.410774410774	35373.3928571	89.7894736842	1	0.19298245614
580	0	965	0	0	598	116	62	1	24	54026	0.662698412698	1015.49019608	72.4230769231	1	0.0769230769231
583	0	1490	0	0	1007	1616	175	0	56	49639	0.551260504202	5838.52459016	92.9430894309	3.025	0.0325203252033
584	0	624	0	0	819	442	49	1	25	61085	0.511478420569	2126.83589744	103.852040816	2.68518518519	0.413265306122
586	0	1082	0	0	1085	230	63	0	11	37885	0.750623441397	5104.41666667	89.0352941176	1.6	0.305882352941
589	0	4758	0	0	431	1301	6437	1	99	60103	0.763046544429	2139.53521127	104.132867133	1.71428571429	0.398601398601
590	0	292	0	0	307	54	60	0	21	14218	0.768802228412	5253.23684211	106.701298701	2.93333333333	0.012987012987
591	0	6989	0	0	766	1316	425	1	176	49178	0.659673659674	1934.84831461	92.9162011173	1.26666666667	0.324022346369
592	1	114	1	0	959	90	26	1	3	46563	0.808823529412	28939.1976744	91.8850574713	1	0.172413793103
594	0	1810	1	0	940	435	79	1	21	50652	0.80608365019	4173.81481481	96.3818181818	2.63636363636	0.2
595	0	6949	0	0	965	410	349	1	25	65099	0.359717314488	50.7439759036	75.7507507508	1.7	0.78978978979
598	0	1531	0	0	554	313	418	0	20	33094	0.68330134357	2591.10204082	60.3040540541	1.88888888889	0.0878378378378
603	0	34487	0	0	9267	24510	262	0	330	49493	0.646721311475	12.3567839196	120.365	1.21428571429	0
604	0	1153	1	0	854	718	193	1	24	56533	0.609195402299	5532.56779661	96.3277310924	1.85714285714	0.63025210084
605	0	1247	0	0	654	477	180	1	37	61138	0.57683982684	3052.00625	91.4906832298	2.36585365854	0.465838509317
606	1	723	1	0	816	7	0	0	0	28485	0.530973451327	1127.48241206	115.435	1	0
607	0	13378	0	0	784	5668	506	1	598	61366	0.470802919708	175.471794872	85.3418367347	2.63636363636	0.719387755102
608	0	2135	0	0	526	341	865	1	25	54452	0.691275167785	1115.21428571	102.056338028	1.16666666667	0.718309859155
611	0	7941	0	0	2000	1603	16192	0	145	52128	0.683168316832	625.350877193	88.8956521739	1.94444444444	0.6
612	0	2473	0	0	836	978	612	1	90	58261	0.698650674663	1965.88513514	88	2.4	0.308724832215
613	0	18	1	0	189	48	21	0	4	14740	0.942307692308	83687.4	90.7272727273	2	0.181818181818
614	0	1519	0	0	514	623	249	1	56	56480	0.641407307172	1136.63473054	81.1666666667	2.5	0.672619047619
617	1	204	1	0	320	77	33	0	3	33318	0.625508819539	11947.7924528	89.8	1.57142857143	0.7
622	0	607	1	0	386	86	96	1	3	54454	0.795275590551	6027.55172414	85.0454545455	1.88888888889	0.329545454545
623	0	4223	0	0	549	947	261	1	66	64760	0.666666666667	2039.22222222	101.404907975	1.5652173913	0.300613496933
624	0	2968	0	0	1597	1739	330	0	116	54584	0.655015197568	2609.59027778	102.737931034	4.20967741935	0.427586206897
625	0	527	1	0	1227	371	16	0	2	17749	0.768082663605	1484.17297297	91.1129032258	1.14285714286	0.0268817204301
626	0	58	1	0	218	47	44	1	4	47600	0.821428571429	17330.425	78.4634146341	1.2	0.390243902439
627	0	24443	0	0	967	4130	12741	1	371	62769	0.654002713704	769.540880503	80.7375	2.57692307692	0.41875
630	0	8277	0	0	591	4163	3940	1	350	46956	0.702189781022	263.470198675	100.355263158	2.57446808511	0.480263157895
631	0	206	0	0	372	36	11	1	4	49276	0.586206896552	13665.2662722	80.6	1	0.0176470588235
632	1	187	0	0	1193	14	0	1	0	34382	0.571581196581	3172.74418605	104.74566474	1	0.150289017341
637	1	3024	1	0	828	143	712	0	43	21730	0.934782608696	8875.625	84.1111111111	1.5	0.222222222222
639	0	986	0	0	1990	347	164	1	17	53673	0.67270531401	687.083798883	98.6	1.51515151515	0.444444444444
640	0	161	0	0	354	33	7	0	0	50098	0.645951035782	29348.5274725	83.0326086957	1	0.489130434783
644	0	297	1	0	332	92	9	1	5	48932	0.713780918728	18391.0756303	92.7083333333	1.55555555556	0.233333333333
645	0	1025	0	0	264	6342	642	1	590	54519	0.366995073892	3479.82142857	105.343195266	5.91729323308	0.236686390533
647	1	67	0	1	1041	4	0	0	0	49664	1	340707.333333	73.75	1	0.75
649	1	445	0	0	726	337	0	0	10	63939	0.770206022187	3144.79365079	91.031496063	1.82608695652	0.0866141732283
650	0	312	1	0	1993	744	71	0	20	30612	0.78813559322	4232.92105263	86.2987012987	1.57142857143	0.38961038961
656	0	3934	1	0	1154	503	597	1	33	54891	0.641940085592	3498.57627119	103.453781513	1.69230769231	0.470588235294
658	0	2194	0	0	990	515	108	1	24	71300	0.685649202733	3081.88888889	83.6157894737	1.4	0.173684210526
659	0	1362	1	0	1706	496	1	1	7	39342	0.633204633205	1363.74611399	78.9329896907	1	0
660	0	77	0	0	347	60	9	1	0	19458	0.571038251366	17148.8307692	102.560606061	2	0.0454545454545
662	0	777	0	0	117	108	247	0	4	69224	0.713414634146	5660.5978836	76.1842105263	1.16666666667	0.384210526316
664	0	303	1	0	264	82	37	0	0	51006	0.663847780127	17905.2254902	80.6893203883	1	0.184466019417
669	0	3985	0	0	889	2661	1658	1	122	43775	0.675	1377.54310345	113.487179487	2.68656716418	0.111111111111
671	0	4756	1	0	178	344	401	1	19	49599	0.65749235474	1303.95138889	82.275862069	1.2	0.503448275862
673	0	305	1	0	146	385	34	1	19	6451	0.377220480669	898.625641026	126.984693878	1.54545454545	0.0969387755102
677	0	42485	0	0	2183	3288	874	1	180	53975	0.490943755958	115.532608696	82.2108108108	2.34615384615	0.702702702703
679	0	623	0	0	237	733	123	1	36	40219	0.590711175617	1159.42763158	122.405228758	9.5	0.653594771242
680	0	23695	0	0	2930	4501	15201	0	321	52888	0.728085867621	166.217741935	97	3.66666666667	0.616
681	0	1839	0	0	189	357	703	0	25	38089	0.80787037037	2172.16326531	90.0303030303	1.25	0.232323232323
689	0	462	0	0	606	334	612	0	26	50882	0.700934579439	6415.75	89.1082802548	1.47368421053	0.40127388535
691	0	2313	1	0	1856	885	409	1	77	53579	0.805447470817	4117.89814815	113.403669725	2.2	0.100917431193
693	0	2621	0	0	1155	291	1558	0	9	18342	0.772058823529	1064.65116279	76.8307692308	2.57142857143	0.415384615385
694	0	794	0	0	1218	372	24	1	14	63174	0.709724238026	2248.95945946	88.932885906	1	0.187919463087
695	0	457	1	0	504	156	24	1	6	66921	0.793689320388	4627.32954545	100.292134831	1.79166666667	0.38202247191
696	0	260	1	0	1511	947	0	0	1	16007	0.0115761353517	9.70854271357	127.345	1.55555555556	0
697	0	109	1	0	287	113	289	0	3	43588	0.774305555556	29222.016129	118.936507937	1.85714285714	0.365079365079
698	0	271	1	0	801	447	224	0	35	25821	0.656660412758	2029.00869565	89.2931034483	2.04761904762	0.543103448276
699	1	57	0	0	1629	28	0	0	0	36164	0.63309352518	9165.73076923	37.9433962264	1	0.830188679245
705	0	15330	0	0	1998	1369	898	1	46	48524	0.764135702746	663.06504065	121.040322581	2.76470588235	0.16935483871
707	0	19	0	0	362	55	29	0	2	6536	0.884615384615	22778.6875	109.764705882	2	0.411764705882
709	0	234	0	0	486	270	193	0	20	17859	0.702791461412	5989.73015873	89.2913385827	1.73076923077	0.204724409449
714	0	457	0	0	896	774	19	0	54	67755	0.686512758202	14634.9125	102.298136646	1.59090909091	0.229813664596
717	0	4052	0	0	372	387	1751	1	21	14718	0.72027972028	290.40625	86.6899224806	2.5	0.441860465116
718	0	46	0	0	177	24	31	1	7	56721	0.801242236025	31064.6857143	83.6388888889	2.33333333333	0.333333333333
724	0	107	0	0	1921	759	57	0	10	3290	0.635346756152	544.827586207	112.352272727	2	0.215909090909
725	0	204	0	0	693	198	142	1	0	52899	0.725961538462	568.138888889	44.8623853211	1	0.238532110092
726	0	300	0	0	1226	514	4	1	43	26931	0.743202416918	3683.55555556	117.863013699	2.46153846154	0.041095890411
729	0	8696	0	0	1321	1838	258	1	137	72292	0.753993610224	2608.71014493	103.542857143	1.5	0.842857142857
730	0	211	0	0	1314	1947	0	1	71	37884	0.549246813441	7745.05882353	104.234042553	2.5	0.101063829787
732	1	11	1	1	1128	3	0	0	1	12567	0.8125	27670.875	101.111111111	2	0.222222222222
734	0	3001	0	0	5816	11926	187	1	360	55427	0.750871080139	2806.51260504	114.641666667	2.82692307692	0.3
736	1	448	0	0	661	197	33	0	5	41427	0.69848661234	3402.19393939	93.0120481928	1.93333333333	0.0240963855422
737	0	1075	0	0	1901	643	3069	1	27	50473	0.665127020785	3452.94318182	112.235955056	1.77777777778	0.505617977528
738	1	20	1	0	981	8	4	0	0	23426	0.402985074627	50312.7058824	114.333333333	1	0
739	0	10848	0	0	2847	11806	1542	1	730	72697	0.61698440208	605.484126984	88.4173228346	3.97368421053	0.724409448819
740	1	19	1	0	1145	5	0	0	0	44210	0.755102040816	182423.833333	48.9230769231	1	0.461538461538
741	0	397	1	0	285	133	387	0	16	11336	0.400778210117	2496.25892857	86.0088495575	2	0.469026548673
742	0	5686	0	0	1023	644	422	1	58	50623	0.827586206897	129	83.2162162162	1.83333333333	0.648648648649
744	0	1200	0	0	329	296	142	1	40	55694	0.708494208494	6602.75675676	94.2857142857	1.9	0.366071428571
747	0	6984	0	0	1249	791	2089	1	15	50500	0.730923694779	534.060773481	62.2087912088	2.38461538462	0.32967032967
749	1	19	1	0	67	23	1	0	1	12179	0.839285714286	49982.5454545	66.5833333333	1	0.583333333333
750	0	153	0	1	759	84	4	1	4	40122	0.923076923077	70711.5714286	88.7333333333	3	0
753	0	3675	0	0	1591	2866	1317	1	230	61008	0.66295264624	245.121212121	82.7228915663	3.15151515152	0.650602409639
754	0	141	1	0	140	91	225	0	1	29328	0.739030023095	12946.4623656	85.9468085106	4.625	0.563829787234
755	0	1272	0	0	464	455	218	1	40	49468	0.75374732334	3520.08695652	102.172043011	1.5625	0.333333333333
756	0	982	0	0	122	1642	0	0	180	35902	0.598717948718	3473.2	112.060240964	3.07142857143	0.44578313253
759	0	28421	0	0	694	1079	1393	1	82	55186	0.637724550898	89.5527950311	83.7716049383	3.52173913043	0.703703703704
760	0	570	0	0	1998	394	275	1	15	38856	0.694986072423	6919.09433962	64.66875	1.33333333333	0.09375
761	0	274	0	0	1184	304	70	0	7	13907	0.61546961326	3425.62658228	104.251572327	1.14285714286	0.0188679245283
763	0	168	1	0	288	133	321	0	4	8345	0.718411552347	3593.04724409	80.3515625	1.46153846154	0.6171875
765	0	373	0	0	452	165	181	0	15	38228	0.812169312169	6771.78873239	90.5833333333	1.71428571429	0.347222222222
767	0	1394	0	0	916	343	396	1	31	43398	0.658634538153	3268.48	105.342105263	1.75	0.197368421053
769	0	726	0	0	136	9	69	0	0	27710	0.521461187215	3696.87978142	127.402173913	1	0.0978260869565
770	0	247	0	0	253	205	95	1	10	10354	0.659713168188	1121.28070175	76.5581395349	1.84782608696	0.151162790698
771	0	9136	0	0	1857	1847	2213	1	110	52377	0.683794466403	1066.30434783	96.914893617	1.6	0.255319148936
772	0	309	0	0	547	37	2	0	11	13813	0.584862385321	2517.36956522	107.383783784	1	0.00540540540541
773	1	387	1	0	671	30	25	0	7	5745	0.720478325859	416.061728395	62.2576687117	1	0.78527607362
774	1	239	1	1	843	1	0	0	1	46356	0.566371681416	1266.25520833	93.829015544	1	0
777	0	95	0	0	143	32	357	0	4	17289	0.920704845815	5695.80487805	92.9523809524	1	0
780	0	2186	0	0	857	561	266	1	38	72124	0.777618364419	4065.75	104.926174497	2.5	0.389261744966
782	0	8978	0	0	831	726	463	0	45	57415	0.681402439024	1793.50406504	99.3306451613	1.4	0.370967741935
785	0	145	1	0	1066	106	56	0	7	25542	0.791536050157	7191.12598425	102.8046875	1.5	0.0625
786	0	4052	0	0	986	1584	2283	1	126	63620	0.376388888889	241.755882353	73.8064516129	1.33333333333	0.695014662757
787	0	74	1	0	226	52	0	0	0	53092	0.784946236559	51514.2941176	87.0576923077	1	0.0961538461538
790	0	1935	0	0	158	131	57	1	10	75259	0.691214470284	4818.95238095	71.1834319527	1	0.118343195266
796	0	1078	0	0	542	581	684	1	53	59802	0.724755700326	918.14893617	86.3309859155	2.94736842105	0.5
797	0	7424	0	0	463	340	104	1	29	38271	0.729437229437	407.74	97.3465346535	1.125	0.227722772277
798	0	5188	0	0	633	1284	306	1	75	70980	0.700137551582	1877.20886076	90.4465408805	1.72727272727	0.503144654088
800	0	9268	0	0	1852	1588	7860	1	177	55302	0.47491638796	511.593333333	79.9271523179	2.71875	0.0529801324503
801	0	1347	0	0	1980	687	26	0	71	53982	0.630769230769	8748.45142857	93.1022727273	1.2	0.0738636363636
802	0	3596	0	0	1971	849	848	1	51	55578	0.862686567164	3253.83783784	123.666666667	3.09090909091	0.693333333333
803	0	1255	0	0	519	2090	98	0	235	55719	0.758530183727	16257.9027778	91.4246575342	3.79411764706	0.465753424658
804	0	175	0	0	251	30	8	0	3	40270	0.669467787115	19638.2213115	90.8943089431	1	0.0813008130081
807	0	1914	0	0	732	357	153	1	27	56012	0.764	1949.11538462	104.229299363	2.5	0.445859872611
808	0	487	0	0	616	543	33	0	51	58053	0.7125	2780.34951456	75.3846153846	1.66666666667	0.00961538461538
809	0	6846	1	0	1640	873	1162	0	15	28511	0.350584307179	216.106598985	44.6919191919	1.125	0.838383838384
811	0	4142	1	0	2000	1093	108	0	66	49113	0.740056818182	663.97810219	94.3623188406	2	0.101449275362
813	0	796	0	0	726	340	1	0	17	54653	0.308670520231	620.362244898	119.395939086	1.52173913043	0.0253807106599
814	0	76	0	0	353	91	86	1	13	58788	0.834862385321	55598.3214286	80.9310344828	9	0.758620689655
816	0	158	0	0	96	33	87	0	4	24111	0.67264573991	790.961290323	87.4358974359	4.33333333333	0.576923076923
821	0	256	0	0	1016	229	56	0	15	56352	0.798412698413	10595.8730159	105.763779528	1.90476190476	0.0472440944882
823	0	1829	0	0	591	357	81	0	20	35506	0.675458715596	1165.29447853	118.06097561	2.85106382979	0.280487804878
824	0	1557	0	0	274	602	499	1	89	43182	0.701413427562	1063.6372549	115.262135922	2.32352941176	0.135922330097
827	0	3567	0	0	1987	410	6758	1	19	42294	0.673796791444	969.319148936	84.5873015873	1	0.804232804233
830	1	6	0	0	837	13	0	0	1	40131	0.916666666667	290737.6	40.6666666667	1	0.166666666667
833	0	2808	1	0	52727	61492	8	0	164	11009	0.0962962962963	957.785714286	120.310344828	1.33333333333	1
834	0	1175	0	0	157	276	36	1	25	72675	0.627881448957	3698.11458333	92.689119171	1.2	0.678756476684
835	0	1455	0	0	844	630	218	1	41	52198	0.694539249147	1416.03669725	83.6090909091	2.39285714286	0.0818181818182
837	0	20	1	0	1397	212	3	0	3	5069	0.794871794872	4607.93333333	82.8125	1	0.1875
839	0	3818	0	0	518	911	166	0	65	61986	0.734817813765	5685.5257732	118.408163265	1.42857142857	0.520408163265
843	0	445	0	0	202	438	144	1	41	47570	0.668493150685	8729.97841727	105.107142857	1.54545454545	0.35
844	0	5025	0	0	2577	2951	673	1	185	60045	0.701366982124	1526.83419689	121.448453608	2.66037735849	0.283505154639
845	0	631	0	0	672	195	356	0	6	17451	0.716287215412	1050.72916667	78.1034482759	1.25	0.434482758621
848	0	98143	0	0	247655	286648	6574	0	5226	66022	0.558067831449	39.9631578947	91.2722513089	6.88541666667	0.371727748691
851	1	7	1	1	30	13	0	1	2	15604	1	14177.3333333	82.75	1	0.25
853	1	125	1	0	1942	12	32	0	0	27632	0.60243902439	354.725806452	66.1746031746	3	0.587301587302
854	0	3330	1	0	1693	368	116	0	28	52274	0.369597615499	1072.9122807	93.8347826087	1.33333333333	0.330434782609
856	0	798	0	0	686	374	130	1	28	54621	0.711035267349	6137.29213483	101.854748603	1.34615384615	0.324022346369
857	0	2242	0	0	1866	568	3628	0	21	37902	0.690298507463	2606.76595745	123.333333333	2.38888888889	0.208333333333
858	0	1437	0	0	540	601	1115	1	42	61118	0.636822194199	1360.96153846	112.592356688	5.13333333333	0.745222929936
859	0	259	0	0	4343	4592	9	0	209	56011	0.526634382567	11780.6342857	104.642045455	3.02127659574	0.630681818182
860	0	1482	0	0	214	843	1022	0	84	64330	0.83932853717	2045.85057471	115.590909091	1.95238095238	0.329545454545
862	0	135	1	0	365	43	4	0	3	43908	0.652951699463	22916.4385965	80.7652173913	1.07142857143	0.208695652174
863	0	432	0	0	339	163	53	1	9	53945	0.722543352601	9493.23333333	90.9090909091	1.22222222222	0.512396694215
865	1	181	0	0	1248	7	7	0	1	29021	0.549147034931	409.877094972	171.594444444	1.16666666667	0.111111111111
866	1	92	0	1	822	88	30	0	3	58987	0.837920489297	50229.884058	95.7428571429	1	0.442857142857
869	0	141	0	0	1113	27	69	0	11	53116	0.676363636364	11836.3551402	95.9907407407	1.25	0.231481481481
870	0	226	0	0	382	145	180	0	5	13809	0.74828375286	6121.32291667	99.5257731959	1.38095238095	0.474226804124
871	0	237	0	0	263	36	39	1	1	42169	0.713903743316	10858.2375	89.5185185185	1.33333333333	0.41975308642
872	0	1900	0	0	245	112	54	1	0	58370	0.676470588235	9467.77966102	81.3876404494	1	0.494382022472
873	0	53	0	0	249	22	26	0	2	19089	0.7125	14903.3823529	67.6285714286	2.66666666667	0.2
875	0	887	0	0	606	322	1277	0	36	55380	0.774509803922	10114.0609756	95.3012048193	2.16666666667	0.349397590361
877	0	1895	0	0	1204	1183	2171	0	114	58947	0.80787037037	1337.73809524	110.905882353	2.32432432432	0.117647058824
881	0	1523	0	0	268	184	9	1	12	57918	0.783216783217	580.341176471	86.5930232558	1.95238095238	0.0813953488372
884	0	80	1	0	161	54	16	0	15	23406	0.796875	22847.3333333	113.852459016	1.33333333333	0.0491803278689
885	0	3323	0	0	1082	1107	4876	1	95	52932	0.737404580153	606.273972603	83.1836734694	3.73333333333	0.557823129252
887	0	72	0	0	1617	460	0	1	24	41813	0.597911227154	7853.91549296	100.125	1.2	0.0555555555556
888	0	1552	0	0	720	1365	3087	1	149	68955	0.668984700974	1222.56969697	82.9036144578	2.58823529412	0.801204819277
889	0	1650	0	0	932	286	229	0	15	53869	0.737321196359	3231.28301887	99.1	1.23076923077	0.34375
893	1	1171	0	0	926	264	199	0	14	36892	0.575692963753	119.454081633	97.2538071066	1.33333333333	0.46192893401
894	0	36	0	0	1113	648	14	0	34	6420	0.522502744237	498.194594595	118.096774194	2.42253521127	0.682795698925
901	0	172	0	0	118	19	168	0	3	6792	0.642857142857	2562.29285714	101.624113475	1.4	0.120567375887
902	0	539	0	0	291	340	117	1	10	63166	0.671850699844	8175.76774194	70.8333333333	1.16666666667	0.314102564103
903	0	440	0	0	399	388	5	0	30	22513	0.466858789625	3121.58918919	108.505376344	1.38709677419	0.209677419355
907	0	79	0	0	159	49	65	1	9	21101	0.752136752137	16375.1818182	109.141025641	2.04166666667	0.371794871795
908	0	182	0	0	391	56	465	0	8	16284	0.93567251462	22570.1351351	83.0789473684	1	0.236842105263
911	0	88	0	0	218	353	47	0	35	8675	0.771428571429	5381.93478261	128.215053763	15.6	0.0752688172043
915	0	881	0	0	699	349	153	1	16	31723	0.690223792697	3630.23595506	103.396648045	1.72413793103	0.290502793296
919	0	687	1	0	1915	289	1505	0	23	36602	0.73597359736	4722.36923077	111.727272727	1.3	0.378787878788
920	0	3482	0	0	441	88	2335	0	3	29043	0.641393442623	1925.38541667	60.2783505155	1.18181818182	0.731958762887
922	0	849	0	0	477	485	111	0	42	30004	0.684210526316	2580.23703704	99.3602941176	2.11764705882	0.823529411765
925	0	716	1	0	398	91	420	1	9	29395	0.762711864407	10200.6923077	90.6428571429	3.33333333333	0.714285714286
928	0	5513	0	0	1286	1576	2855	0	94	75731	0.729508196721	2172.50828729	76.8681318681	1.75	0.884615384615
929	0	360	0	0	749	234	116	1	12	42097	0.656527249683	6661.02857143	88.9290780142	1.14285714286	0.276595744681
930	1	35	1	0	1609	3	0	0	0	29311	0.593548387097	84.3823529412	195.257142857	29	0.657142857143
931	0	137264	0	0	4115	5489	22263	0	142	22344	0.84	12.4	127.363636364	10	0.363636363636
932	0	116	0	0	122	49	16	0	1	33912	0.69710467706	15015.0412371	94.3163265306	1.42857142857	0.591836734694
939	0	736	0	0	304	397	184	0	42	40996	0.685950413223	4087.42519685	104.484375	3.04166666667	0.59375
941	0	3777	0	0	502	248	518	0	11	65377	0.682326621924	4175.43220339	57.6386554622	1	0.210084033613
942	0	12902	0	0	1954	502	5299	1	30	25280	0.774122807018	110.956521739	58.4655172414	3	0.344827586207
945	0	675	1	0	1020	319	247	0	16	63379	0.349892008639	5350.22691293	100.678947368	1.35	0.347368421053
947	0	223	0	0	117	29	0	0	0	35368	0.342956120092	7583.81382979	48.0052910053	1	0.994708994709
948	0	1953	0	0	1354	616	272	0	27	46232	0.70243902439	2104.81656805	127.1	2.65217391304	0.288235294118
950	1	13	1	1	1127	5	0	0	0	14396	0.583333333333	47203.8333333	19.5384615385	1	0.153846153846
952	0	1109	0	0	326	202	63	1	5	48828	0.673728813559	323.910891089	87.362745098	1.13333333333	0.666666666667
954	0	988	0	0	199	320	81	1	22	72238	0.777202072539	2533.51724138	82.5	1.46666666667	0.431818181818
955	0	7363	0	0	3122	3243	4101	1	170	50547	0.752212389381	484.658227848	116.8375	2.55263157895	0.6875
956	0	2289	0	0	260	215	43	1	9	37604	0.713432835821	6428.00740741	88.3602941176	1.33333333333	0.433823529412
957	0	3763	0	0	1714	855	157	1	40	52031	0.723011363636	1802.36690647	113.385714286	1.2	0.142857142857
959	0	1008	0	0	278	156	196	1	14	31246	0.7352297593	4591.97959184	88.5454545455	2.05555555556	0.272727272727
960	0	1528	0	0	260	320	85	0	39	11237	0.757673667205	555.776923077	106.648854962	2.51515151515	0.290076335878
965	0	6406	0	0	2668	2602	5887	0	71	42605	0.634920634921	550.20625	72.8074534161	7.65714285714	0.645962732919
967	0	9399	0	0	2001	727	8658	0	105	54533	0.916666666667	2306	102	2	0
968	0	384	0	0	487	191	291	1	8	55222	0.681227863046	8061.59281437	104.017857143	2.58333333333	0.315476190476
972	0	116	0	0	142	130	71	0	5	38877	0.788617886179	29196.44	114.75	1.71428571429	0.0789473684211
973	0	202	0	0	147	95	10	1	1	34078	0.624854819977	7505.23952096	82.6011904762	1.26666666667	0.0714285714286
974	1	154	1	0	562	114	267	0	9	16525	0.736379613357	6298.048	102.952380952	1.77777777778	0.65873015873
975	0	2477	0	0	1813	1242	2534	0	100	5929	0.628865979381	252.058333333	112.909090909	3.26530612245	0.140495867769
976	0	1324	0	0	354	2877	390	0	312	38163	0.623789764869	2650.86451613	93.7564102564	2.73684210526	0.384615384615
978	0	5005	1	0	975	3786	4025	0	277	38181	0.806722689076	1188.82442748	110.871212121	4.32857142857	0.295454545455
984	0	11505	0	0	5898	7178	9097	1	130	71814	0.714285714286	169.546511628	83	2.66666666667	0.804597701149
985	1	11	1	0	1394	9	4	1	0	18515	0.878787878788	112263.428571	66.375	1	0.375
990	0	392	1	0	310	137	290	0	18	35989	0.623958333333	1460.49162011	82.8277777778	2.09375	0.0388888888889
992	0	3449	0	0	1251	1443	180	0	94	34614	0.674362089915	1464.27807487	105.680851064	4.46296296296	0.537234042553
994	0	220	0	0	129	135	18	0	1	55656	0.767045454545	22048.5547445	86.3768115942	1.25	0.13768115942
1001	0	97	1	0	577	62	299	1	8	55412	0.773195876289	10881.1666667	80.5949367089	2.5	0.0253164556962
1004	1	568	1	0	382	207	20	0	25	8481	0.790697674419	3808.61290323	118.09375	2.41666666667	0.59375
1006	0	9	1	0	1392	225	0	0	6	9789	0.916666666667	49415.625	108.777777778	1	0.111111111111
1007	0	357	1	0	196	68	33	0	11	30511	0.761517615176	12789.7532468	101.782051282	2.25	0.397435897436
1008	1	20	1	0	1006	3	7	0	1	31483	0.737704918033	57152.1818182	100.666666667	1.5	0.416666666667
1011	0	3021	0	0	891	1820	2412	1	170	52633	0.377963737796	375.355029586	94.1356932153	4.22680412371	0.545722713864
1016	0	5126	0	0	1250	5787	2075	0	448	56548	0.716814159292	908.834355828	73.5426829268	4.63043478261	0.530487804878
